date,key,mobility_driving,mobility_transit,mobility_walking,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-06-08,US_IA_19149,67.86,,,,,,,,
2020-06-08,US_IA_19153,43.57,,,,,,,,
2020-06-08,US_IA_19155,40.7,,,,,,,,
2020-06-08,US_IA_19157,34.1,,,,,,,,
2020-06-08,US_IA_19163,71.77,,,,,,,,
2020-06-08,US_IA_19167,46.75,,,,,,,,
2020-06-08,US_IA_19169,2.5,,,,,,,,
2020-06-08,US_IA_19179,63.25,,,,,,,,
2020-06-08,US_IA_19181,55.54,,,,,,,,
2020-06-08,US_IA_19183,72.29,,,,,,,,
2020-06-08,US_IA_19187,38.67,,,,,,,,
2020-06-08,US_IA_19191,37.21,,,,,,,,
2020-06-08,US_IA_19193,65.84,,,,,,,,
2020-06-08,US_ID,70.74,,,,,,,,
2020-06-08,US_ID_16001,48.73,,,,,,,,
2020-06-08,US_ID_16005,79.59,,,,,,,,
2020-06-08,US_ID_16011,100.34,,,,,,,,
2020-06-08,US_ID_16013,109.95,,,,,,,,
2020-06-08,US_ID_16017,121.2,,,,,,,,
2020-06-08,US_ID_16019,83.89,,,,,,,,
2020-06-08,US_ID_16027,71.11,,,,,,,,
2020-06-08,US_ID_16031,123.31,,,,,,,,
2020-06-08,US_ID_16039,96.71,,,,,,,,
2020-06-08,US_ID_16051,29.55,,,,,,,,
2020-06-08,US_ID_16053,108.27,,,,,,,,
2020-06-08,US_ID_16055,105.05,,,,,,,,
2020-06-08,US_ID_16057,46.81,,,,,,,,
2020-06-08,US_ID_16065,10.22,,,,,,,,
2020-06-08,US_ID_16067,121.45,,,,,,,,
2020-06-08,US_ID_16069,103.26,,,,,,,,
2020-06-08,US_ID_16075,69.57,,,,,,,,
2020-06-08,US_ID_16083,99.62,,,,,,,,
2020-06-08,US_IL,22.46,,,,,,,,
2020-06-08,US_IL_17001,53.83,,,,,,,,
2020-06-08,US_IL_17005,51.39,,,,,,,,
2020-06-08,US_IL_17007,57.23,,,,,,,,
2020-06-08,US_IL_17011,52.48,,,,,,,,
2020-06-08,US_IL_17019,33.75,,,,,,,,
2020-06-08,US_IL_17021,50.03,,,,,,,,
2020-06-08,US_IL_17023,44.77,,,,,,,,
2020-06-08,US_IL_17027,40.91,,,,,,,,
2020-06-08,US_IL_17029,37.38,,,,,,,,
2020-06-08,US_IL_17031,8.98,,,,,,,,
2020-06-08,US_IL_17035,51.56,,,,,,,,
2020-06-08,US_IL_17037,26.14,,,,,,,,
2020-06-08,US_IL_17039,86.72,,,,,,,,
2020-06-08,US_IL_17041,53.58,,,,,,,,
2020-06-08,US_IL_17043,15.97,,,,,,,,
2020-06-08,US_IL_17049,42.45,,,,,,,,
2020-06-08,US_IL_17051,-5.04,,,,,,,,
2020-06-08,US_IL_17055,82.01,,,,,,,,
2020-06-08,US_IL_17057,55.17,,,,,,,,
2020-06-08,US_IL_17063,51,,,,,,,,
2020-06-08,US_IL_17073,44.48,,,,,,,,
2020-06-08,US_IL_17075,45.35,,,,,,,,
2020-06-08,US_IL_17077,14.19,,,,,,,,
2020-06-08,US_IL_17081,50.33,,,,,,,,
2020-06-08,US_IL_17083,26.65,,,,,,,,
2020-06-08,US_IL_17085,126.04,,,,,,,,
2020-06-08,US_IL_17089,40.3,,,,,,,,
2020-06-08,US_IL_17091,44.73,,,,,,,,
2020-06-08,US_IL_17093,55.8,,,,,,,,
2020-06-08,US_IL_17095,63.06,,,,,,,,
2020-06-08,US_IL_17097,32.07,,,,,,,,
2020-06-08,US_IL_17099,80.07,,,,,,,,
2020-06-08,US_IL_17103,53.8,,,,,,,,
2020-06-08,US_IL_17105,55.2,,,,,,,,
2020-06-08,US_IL_17107,35.94,,,,,,,,
2020-06-08,US_IL_17109,9.48,,,,,,,,
2020-06-08,US_IL_17111,62.7,,,,,,,,
2020-06-08,US_IL_17113,33.45,,,,,,,,
2020-06-08,US_IL_17115,52.54,,,,,,,,
2020-06-08,US_IL_17117,50.78,,,,,,,,
2020-06-08,US_IL_17119,34.26,,,,,,,,
2020-06-08,US_IL_17121,27.63,,,,,,,,
2020-06-08,US_IL_17127,57.57,,,,,,,,
2020-06-08,US_IL_17133,36.82,,,,,,,,
2020-06-08,US_IL_17135,40.13,,,,,,,,
2020-06-08,US_IL_17137,49.04,,,,,,,,
2020-06-08,US_IL_17141,49.98,,,,,,,,
2020-06-08,US_IL_17143,49.58,,,,,,,,
2020-06-08,US_IL_17145,27.74,,,,,,,,
2020-06-08,US_IL_17147,41.82,,,,,,,,
2020-06-08,US_IL_17149,37.52,,,,,,,,
2020-06-08,US_IL_17157,25.12,,,,,,,,
2020-06-08,US_IL_17161,48.23,,,,,,,,
2020-06-08,US_IL_17163,34.03,,,,,,,,
2020-06-08,US_IL_17165,68.24,,,,,,,,
2020-06-08,US_IL_17167,45.02,,,,,,,,
2020-06-08,US_IL_17173,57.65,,,,,,,,
2020-06-08,US_IL_17177,72.23,,,,,,,,
2020-06-08,US_IL_17179,66.4,,,,,,,,
2020-06-08,US_IL_17181,33.25,,,,,,,,
2020-06-08,US_IL_17183,68.14,,,,,,,,
2020-06-08,US_IL_17189,43.82,,,,,,,,
2020-06-08,US_IL_17195,74.56,,,,,,,,
2020-06-08,US_IL_17197,37.33,,,,,,,,
2020-06-08,US_IL_17199,57.71,,,,,,,,
2020-06-08,US_IL_17201,54.38,,,,,,,,
2020-06-08,US_IL_17203,67.53,,,,,,,,
2020-06-08,US_IN,43.06,,,,,,,,
2020-06-08,US_IN_18001,54.89,,,,,,,,
2020-06-08,US_IN_18003,50.46,,,,,,,,
2020-06-08,US_IN_18005,38.34,,,,,,,,
2020-06-08,US_IN_18011,48.6,,,,,,,,
2020-06-08,US_IN_18013,127.38,,,,,,,,
2020-06-08,US_IN_18015,74.89,,,,,,,,
2020-06-08,US_IN_18017,63.95,,,,,,,,
2020-06-08,US_IN_18019,46.23,,,,,,,,
2020-06-08,US_IN_18021,75.93,,,,,,,,
2020-06-08,US_IN_18023,45.76,,,,,,,,
2020-06-08,US_IN_18027,41.31,,,,,,,,
2020-06-08,US_IN_18029,44.97,,,,,,,,
2020-06-08,US_IN_18031,79.3,,,,,,,,
2020-06-08,US_IN_18033,39.33,,,,,,,,
2020-06-08,US_IN_18035,33.31,,,,,,,,
2020-06-08,US_IN_18037,46.4,,,,,,,,
2020-06-08,US_IN_18039,59.57,,,,,,,,
2020-06-08,US_IN_18043,30.36,,,,,,,,
2020-06-08,US_IN_18045,67.71,,,,,,,,
2020-06-08,US_IN_18047,135.75,,,,,,,,
2020-06-08,US_IN_18049,65.91,,,,,,,,
2020-06-08,US_IN_18051,56.11,,,,,,,,
2020-06-08,US_IN_18053,33.63,,,,,,,,
2020-06-08,US_IN_18055,40.92,,,,,,,,
2020-06-08,US_IN_18057,52.72,,,,,,,,
2020-06-08,US_IN_18059,46.77,,,,,,,,
2020-06-08,US_IN_18061,58.57,,,,,,,,
2020-06-08,US_IN_18063,48.38,,,,,,,,
2020-06-08,US_IN_18065,58.09,,,,,,,,
2020-06-08,US_IN_18067,55.2,,,,,,,,
2020-06-08,US_IN_18069,61.58,,,,,,,,
2020-06-08,US_IN_18071,38.47,,,,,,,,
2020-06-08,US_IN_18073,72.29,,,,,,,,
2020-06-08,US_IN_18075,50.04,,,,,,,,
2020-06-08,US_IN_18077,56.02,,,,,,,,
2020-06-08,US_IN_18079,69.1,,,,,,,,
2020-06-08,US_IN_18081,57.79,,,,,,,,
2020-06-08,US_IN_18083,29.92,,,,,,,,
2020-06-08,US_IN_18085,82.91,,,,,,,,
2020-06-08,US_IN_18087,84.51,,,,,,,,
2020-06-08,US_IN_18089,72.51,,,,,,,,
2020-06-08,US_IN_18091,103.46,,,,,,,,
2020-06-08,US_IN_18093,41.14,,,,,,,,
2020-06-08,US_IN_18095,42.45,,,,,,,,
2020-06-08,US_IN_18097,22.31,,,,,,,,
2020-06-08,US_IN_18099,70.36,,,,,,,,
2020-06-08,US_IN_18103,63.07,,,,,,,,
2020-06-08,US_IN_18105,-25.09,,,,,,,,
2020-06-08,US_IN_18107,71.81,,,,,,,,
2020-06-08,US_IN_18109,45.01,,,,,,,,
2020-06-08,US_IN_18111,75.38,,,,,,,,
2020-06-08,US_IN_18113,69.45,,,,,,,,
2020-06-08,US_IN_18119,63.7,,,,,,,,
2020-06-08,US_IN_18127,114.84,,,,,,,,
2020-06-08,US_IN_18129,40.38,,,,,,,,
2020-06-08,US_IN_18133,60.42,,,,,,,,
2020-06-08,US_IN_18135,56.04,,,,,,,,
2020-06-08,US_IN_18137,70.85,,,,,,,,
2020-06-08,US_IN_18139,61.58,,,,,,,,
2020-06-08,US_IN_18141,41.95,,,,,,,,
2020-06-08,US_IN_18143,47.59,,,,,,,,
2020-06-08,US_IN_18145,51.44,,,,,,,,
2020-06-08,US_IN_18147,54.08,,,,,,,,
2020-06-08,US_IN_18149,74.48,,,,,,,,
2020-06-08,US_IN_18151,103.16,,,,,,,,
2020-06-08,US_IN_18153,37.45,,,,,,,,
2020-06-08,US_IN_18157,6.52,,,,,,,,
2020-06-08,US_IN_18159,41.44,,,,,,,,
2020-06-08,US_IN_18163,42.73,,,,,,,,
2020-06-08,US_IN_18165,52.11,,,,,,,,
2020-06-08,US_IN_18167,48.37,,,,,,,,
2020-06-08,US_IN_18169,78.11,,,,,,,,
2020-06-08,US_IN_18173,63.48,,,,,,,,
2020-06-08,US_IN_18175,36.84,,,,,,,,
2020-06-08,US_IN_18177,64.93,,,,,,,,
2020-06-08,US_IN_18179,42.97,,,,,,,,
2020-06-08,US_IN_18181,82.77,,,,,,,,
2020-06-08,US_IN_18183,49.32,,,,,,,,
2020-06-08,US_KS,41.45,,,,,,,,
2020-06-08,US_KS_20005,5.03,,,,,,,,
2020-06-08,US_KS_20009,16.29,,,,,,,,
2020-06-08,US_KS_20011,29.22,,,,,,,,
2020-06-08,US_KS_20015,51.03,,,,,,,,
2020-06-08,US_KS_20021,69.96,,,,,,,,
2020-06-08,US_KS_20035,35.32,,,,,,,,
2020-06-08,US_KS_20037,55.71,,,,,,,,
2020-06-08,US_KS_20041,66.42,,,,,,,,
2020-06-08,US_KS_20045,43.2,,,,,,,,
2020-06-08,US_KS_20051,67.82,,,,,,,,
2020-06-08,US_KS_20055,47.78,,,,,,,,
2020-06-08,US_KS_20057,43.67,,,,,,,,
2020-06-08,US_KS_20059,34.45,,,,,,,,
2020-06-08,US_KS_20061,49.68,,,,,,,,
2020-06-08,US_KS_20079,52.22,,,,,,,,
2020-06-08,US_KS_20087,80.31,,,,,,,,
2020-06-08,US_KS_20091,32.83,,,,,,,,
2020-06-08,US_KS_20099,27.64,,,,,,,,
2020-06-08,US_KS_20103,42.68,,,,,,,,
2020-06-08,US_KS_20111,20.76,,,,,,,,
2020-06-08,US_KS_20113,26.46,,,,,,,,
2020-06-08,US_KS_20121,72.54,,,,,,,,
2020-06-08,US_KS_20125,20.58,,,,,,,,
2020-06-08,US_KS_20139,70.77,,,,,,,,
2020-06-08,US_KS_20149,89.71,,,,,,,,
2020-06-08,US_KS_20155,46.62,,,,,,,,
2020-06-08,US_KS_20161,41.69,,,,,,,,
2020-06-08,US_KS_20169,53.76,,,,,,,,
2020-06-08,US_KS_20173,46.83,,,,,,,,
2020-06-08,US_KS_20175,49.4,,,,,,,,
2020-06-08,US_KS_20177,59.92,,,,,,,,
2020-06-08,US_KS_20191,50.76,,,,,,,,
2020-06-08,US_KS_20193,94.63,,,,,,,,
2020-06-08,US_KS_20209,32.1,,,,,,,,
2020-06-08,US_KY,37.02,,,,,,,,
2020-06-08,US_KY_21001,44.13,,,,,,,,
2020-06-08,US_KY_21003,63.13,,,,,,,,
2020-06-08,US_KY_21005,39.09,,,,,,,,
2020-06-08,US_KY_21009,58.71,,,,,,,,
2020-06-08,US_KY_21013,26.81,,,,,,,,
2020-06-08,US_KY_21015,31.92,,,,,,,,
2020-06-08,US_KY_21017,41.41,,,,,,,,
2020-06-08,US_KY_21019,49.23,,,,,,,,
2020-06-08,US_KY_21021,38.37,,,,,,,,
2020-06-08,US_KY_21029,44.85,,,,,,,,
2020-06-08,US_KY_21035,34.18,,,,,,,,
2020-06-08,US_KY_21037,27.56,,,,,,,,
2020-06-08,US_KY_21041,42.83,,,,,,,,
2020-06-08,US_KY_21043,54.17,,,,,,,,
2020-06-08,US_KY_21047,40.63,,,,,,,,
2020-06-08,US_KY_21049,53.51,,,,,,,,
2020-06-08,US_KY_21059,58.63,,,,,,,,
2020-06-08,US_KY_21067,22.68,,,,,,,,
2020-06-08,US_KY_21071,59.58,,,,,,,,
2020-06-08,US_KY_21073,25.08,,,,,,,,
2020-06-08,US_KY_21077,23.84,,,,,,,,
2020-06-08,US_KY_21081,66.96,,,,,,,,
2020-06-08,US_KY_21083,50.26,,,,,,,,
2020-06-08,US_KY_21085,74,,,,,,,,
2020-06-08,US_KY_21089,47.53,,,,,,,,
2020-06-08,US_KY_21093,43.2,,,,,,,,
2020-06-08,US_KY_21099,60.89,,,,,,,,
2020-06-08,US_KY_21101,48.59,,,,,,,,
2020-06-08,US_KY_21103,51.93,,,,,,,,
2020-06-08,US_KY_21107,40.84,,,,,,,,
2020-06-08,US_KY_21111,23.86,,,,,,,,
2020-06-08,US_KY_21113,46.02,,,,,,,,
2020-06-08,US_KY_21117,38.53,,,,,,,,
2020-06-08,US_KY_21121,66.61,,,,,,,,
2020-06-08,US_KY_21125,87.95,,,,,,,,
2020-06-08,US_KY_21137,47.87,,,,,,,,
2020-06-08,US_KY_21141,30.2,,,,,,,,
2020-06-08,US_KY_21143,103.82,,,,,,,,
2020-06-08,US_KY_21145,68.44,,,,,,,,
2020-06-08,US_KY_21151,49.14,,,,,,,,
2020-06-08,US_KY_21155,57.99,,,,,,,,
2020-06-08,US_KY_21157,73.72,,,,,,,,
2020-06-08,US_KY_21161,47.22,,,,,,,,
2020-06-08,US_KY_21163,74.86,,,,,,,,
2020-06-08,US_KY_21167,53.56,,,,,,,,
2020-06-08,US_KY_21173,54.1,,,,,,,,
2020-06-08,US_KY_21177,38.62,,,,,,,,
2020-06-08,US_KY_21179,47.34,,,,,,,,
2020-06-08,US_KY_21183,18.36,,,,,,,,
2020-06-08,US_KY_21185,37.2,,,,,,,,
2020-06-08,US_KY_21193,43.13,,,,,,,,
2020-06-08,US_KY_21195,39.49,,,,,,,,
2020-06-08,US_KY_21199,78.18,,,,,,,,
2020-06-08,US_KY_21203,108.95,,,,,,,,
2020-06-08,US_KY_21205,27.57,,,,,,,,
2020-06-08,US_KY_21209,59.35,,,,,,,,
2020-06-08,US_KY_21211,32.16,,,,,,,,
2020-06-08,US_KY_21213,51.93,,,,,,,,
2020-06-08,US_KY_21215,47.44,,,,,,,,
2020-06-08,US_KY_21217,54.83,,,,,,,,
2020-06-08,US_KY_21221,120.14,,,,,,,,
2020-06-08,US_KY_21227,42.46,,,,,,,,
2020-06-08,US_KY_21235,88.98,,,,,,,,
2020-06-08,US_KY_21239,34.05,,,,,,,,
2020-06-08,US_LA,-12.68,,,,,,,,
2020-06-08,US_LA_22001,41.09,,,,,,,,
2020-06-08,US_LA_22003,30.17,,,,,,,,
2020-06-08,US_LA_22005,-11.07,,,,,,,,
2020-06-08,US_LA_22007,21.47,,,,,,,,
2020-06-08,US_LA_22009,39.41,,,,,,,,
2020-06-08,US_LA_22011,54.1,,,,,,,,
2020-06-08,US_LA_22013,21.55,,,,,,,,
2020-06-08,US_LA_22015,49.14,,,,,,,,
2020-06-08,US_LA_22017,43.42,,,,,,,,
2020-06-08,US_LA_22019,42.43,,,,,,,,
2020-06-08,US_LA_22031,45.94,,,,,,,,
2020-06-08,US_LA_22033,-2.93,,,,,,,,
2020-06-08,US_LA_22037,38.04,,,,,,,,
2020-06-08,US_LA_22039,63.38,,,,,,,,
2020-06-08,US_LA_22041,31.46,,,,,,,,
2020-06-08,US_LA_22043,26.35,,,,,,,,
2020-06-08,US_LA_22045,25.51,,,,,,,,
2020-06-08,US_LA_22047,-6.93,,,,,,,,
2020-06-08,US_LA_22051,-29.08,,,,,,,,
2020-06-08,US_LA_22053,35.64,,,,,,,,
2020-06-08,US_LA_22055,15.68,,,,,,,,
2020-06-08,US_LA_22057,5.89,,,,,,,,
2020-06-08,US_LA_22061,7.94,,,,,,,,
2020-06-08,US_LA_22063,24.28,,,,,,,,
2020-06-08,US_LA_22065,30.07,,,,,,,,
2020-06-08,US_LA_22067,25.07,,,,,,,,
2020-06-08,US_LA_22069,14.67,,,,,,,,
2020-06-08,US_LA_22071,-68.32,,,,,,,,
2020-06-08,US_LA_22073,31.08,,,,,,,,
2020-06-08,US_LA_22075,-32.18,,,,,,,,
2020-06-08,US_LA_22077,10.51,,,,,,,,
2020-06-08,US_LA_22079,34.96,,,,,,,,
2020-06-08,US_LA_22083,42.26,,,,,,,,
2020-06-08,US_LA_22085,104.07,,,,,,,,
2020-06-08,US_LA_22087,2.89,,,,,,,,
2020-06-08,US_LA_22089,-38.59,,,,,,,,
2020-06-08,US_LA_22093,-48.34,,,,,,,,
2020-06-08,US_LA_22095,-36.54,,,,,,,,
2020-06-08,US_LA_22097,39.57,,,,,,,,
2020-06-08,US_LA_22099,37.25,,,,,,,,
2020-06-08,US_LA_22101,12.01,,,,,,,,
2020-06-08,US_LA_22103,12.49,,,,,,,,
2020-06-08,US_LA_22105,21.33,,,,,,,,
2020-06-08,US_LA_22109,5.83,,,,,,,,
2020-06-08,US_LA_22111,29.5,,,,,,,,
2020-06-08,US_LA_22113,24.62,,,,,,,,
2020-06-08,US_LA_22115,36.36,,,,,,,,
2020-06-08,US_LA_22117,13.74,,,,,,,,
2020-06-08,US_LA_22119,19.67,,,,,,,,
2020-06-08,US_LA_22121,-4.62,,,,,,,,
2020-06-08,US_MA,3.22,,,,,,,,
2020-06-08,US_MA_25001,103.73,,,,,,,,
2020-06-08,US_MA_25003,30.18,,,,,,,,
2020-06-08,US_MA_25005,24.36,,,,,,,,
2020-06-08,US_MA_25007,229.3,,,,,,,,
2020-06-08,US_MA_25009,10.4,,,,,,,,
2020-06-08,US_MA_25011,18.37,,,,,,,,
2020-06-08,US_MA_25013,30.32,,,,,,,,
2020-06-08,US_MA_25015,10.07,,,,,,,,
2020-06-08,US_MA_25017,-12.07,,,,,,,,
2020-06-08,US_MA_25021,-1.34,,,,,,,,
2020-06-08,US_MA_25023,26.5,,,,,,,,
2020-06-08,US_MA_25025,-26.73,,,,,,,,
2020-06-08,US_MA_25027,12.41,,,,,,,,
2020-06-08,US_MD,13.32,,,,,,,,
2020-06-08,US_MD_24001,38.58,,,,,,,,
2020-06-08,US_MD_24003,9.03,,,,,,,,
2020-06-08,US_MD_24005,13.16,,,,,,,,
2020-06-08,US_MD_24009,53.82,,,,,,,,
2020-06-08,US_MD_24011,77.3,,,,,,,,
2020-06-08,US_MD_24013,28.57,,,,,,,,
2020-06-08,US_MD_24015,39.45,,,,,,,,
2020-06-08,US_MD_24017,39.07,,,,,,,,
2020-06-08,US_MD_24019,96.68,,,,,,,,
2020-06-08,US_MD_24021,15.76,,,,,,,,
2020-06-08,US_MD_24023,127.89,,,,,,,,
2020-06-08,US_MD_24025,37.28,,,,,,,,
2020-06-08,US_MD_24027,-5.76,,,,,,,,
2020-06-08,US_MD_24029,58.01,,,,,,,,
2020-06-08,US_MD_24031,-9.43,,,,,,,,
2020-06-08,US_MD_24033,10.93,,,,,,,,
2020-06-08,US_MD_24035,92.95,,,,,,,,
2020-06-08,US_MD_24037,52.07,,,,,,,,
2020-06-08,US_MD_24039,53.19,,,,,,,,
2020-06-08,US_MD_24041,86.02,,,,,,,,
2020-06-08,US_MD_24043,43.64,,,,,,,,
2020-06-08,US_MD_24045,61.3,,,,,,,,
2020-06-08,US_MD_24047,467.17,,,,,,,,
2020-06-08,US_ME,42.85,,,,,,,,
2020-06-08,US_ME_23001,42.63,,,,,,,,
2020-06-08,US_ME_23003,18.43,,,,,,,,
2020-06-08,US_ME_23005,22.14,,,,,,,,
2020-06-08,US_ME_23007,58.98,,,,,,,,
2020-06-08,US_ME_23009,123.69,,,,,,,,
2020-06-08,US_ME_23011,45.6,,,,,,,,
2020-06-08,US_ME_23013,62.72,,,,,,,,
2020-06-08,US_ME_23015,83.41,,,,,,,,
2020-06-08,US_ME_23017,42.4,,,,,,,,
2020-06-08,US_ME_23019,45.03,,,,,,,,
2020-06-08,US_ME_23023,56.95,,,,,,,,
2020-06-08,US_ME_23025,47.84,,,,,,,,
2020-06-08,US_ME_23027,87.96,,,,,,,,
2020-06-08,US_ME_23031,63.2,,,,,,,,
2020-06-08,US_MI,39.11,,,,,,,,
2020-06-08,US_MI_26005,83.29,,,,,,,,
2020-06-08,US_MI_26007,93.63,,,,,,,,
2020-06-08,US_MI_26009,230.56,,,,,,,,
2020-06-08,US_MI_26015,86.88,,,,,,,,
2020-06-08,US_MI_26017,76.06,,,,,,,,
2020-06-08,US_MI_26019,224.11,,,,,,,,
2020-06-08,US_MI_26021,114.07,,,,,,,,
2020-06-08,US_MI_26023,89.22,,,,,,,,
2020-06-08,US_MI_26025,56.44,,,,,,,,
2020-06-08,US_MI_26027,81.32,,,,,,,,
2020-06-08,US_MI_26029,143.93,,,,,,,,
2020-06-08,US_MI_26031,255.03,,,,,,,,
2020-06-08,US_MI_26033,103.94,,,,,,,,
2020-06-08,US_MI_26035,121.73,,,,,,,,
2020-06-08,US_MI_26037,52.32,,,,,,,,
2020-06-08,US_MI_26039,151.58,,,,,,,,
2020-06-08,US_MI_26041,116.65,,,,,,,,
2020-06-08,US_MI_26043,82.37,,,,,,,,
2020-06-08,US_MI_26045,48.62,,,,,,,,
2020-06-08,US_MI_26047,180.36,,,,,,,,
2020-06-08,US_MI_26049,58.92,,,,,,,,
2020-06-08,US_MI_26055,114.73,,,,,,,,
2020-06-08,US_MI_26057,46.78,,,,,,,,
2020-06-08,US_MI_26059,62.78,,,,,,,,
2020-06-08,US_MI_26061,84.3,,,,,,,,
2020-06-08,US_MI_26063,149.52,,,,,,,,
2020-06-08,US_MI_26065,3.14,,,,,,,,
2020-06-08,US_MI_26067,62.93,,,,,,,,
2020-06-08,US_MI_26073,21.95,,,,,,,,
2020-06-08,US_MI_26075,61.44,,,,,,,,
2020-06-08,US_MI_26077,35.93,,,,,,,,
2020-06-08,US_MI_26079,174.21,,,,,,,,
2020-06-08,US_MI_26081,34.92,,,,,,,,
2020-06-08,US_MI_26087,70.22,,,,,,,,
2020-06-08,US_MI_26089,313.29,,,,,,,,
2020-06-08,US_MI_26091,55.51,,,,,,,,
2020-06-08,US_MI_26093,37.55,,,,,,,,
2020-06-08,US_MI_26099,36.31,,,,,,,,
2020-06-08,US_MI_26103,84.94,,,,,,,,
2020-06-08,US_MI_26105,179.94,,,,,,,,
2020-06-08,US_MI_26107,38.27,,,,,,,,
2020-06-08,US_MI_26111,70.14,,,,,,,,
2020-06-08,US_MI_26115,65.68,,,,,,,,
2020-06-08,US_MI_26117,86.66,,,,,,,,
2020-06-08,US_MI_26121,88,,,,,,,,
2020-06-08,US_MI_26123,75.02,,,,,,,,
2020-06-08,US_MI_26125,18.76,,,,,,,,
2020-06-08,US_MI_26127,211.22,,,,,,,,
2020-06-08,US_MI_26133,89.45,,,,,,,,
2020-06-08,US_MI_26137,108.65,,,,,,,,
2020-06-08,US_MI_26139,87.14,,,,,,,,
2020-06-08,US_MI_26143,209.25,,,,,,,,
2020-06-08,US_MI_26145,54.93,,,,,,,,
2020-06-08,US_MI_26147,64.8,,,,,,,,
2020-06-08,US_MI_26149,87.28,,,,,,,,
2020-06-08,US_MI_26151,80.12,,,,,,,,
2020-06-08,US_MI_26155,46.09,,,,,,,,
2020-06-08,US_MI_26157,67,,,,,,,,
2020-06-08,US_MI_26159,177.61,,,,,,,,
2020-06-08,US_MI_26161,-0.79,,,,,,,,
2020-06-08,US_MI_26163,31.55,,,,,,,,
2020-06-08,US_MI_26165,98.41,,,,,,,,
2020-06-08,US_MN,29.75,,,,,,,,
2020-06-08,US_MN_27003,32.08,,,,,,,,
2020-06-08,US_MN_27005,120.13,,,,,,,,
2020-06-08,US_MN_27007,64.9,,,,,,,,
2020-06-08,US_MN_27009,73.81,,,,,,,,
2020-06-08,US_MN_27013,45.79,,,,,,,,
2020-06-08,US_MN_27015,61.38,,,,,,,,
2020-06-08,US_MN_27017,69.59,,,,,,,,
2020-06-08,US_MN_27019,52.03,,,,,,,,
2020-06-08,US_MN_27021,150.21,,,,,,,,
2020-06-08,US_MN_27025,55.19,,,,,,,,
2020-06-08,US_MN_27027,43.9,,,,,,,,
2020-06-08,US_MN_27035,152.79,,,,,,,,
2020-06-08,US_MN_27037,32.44,,,,,,,,
2020-06-08,US_MN_27039,100.97,,,,,,,,
2020-06-08,US_MN_27041,99.94,,,,,,,,
2020-06-08,US_MN_27045,78.7,,,,,,,,
2020-06-08,US_MN_27047,56.3,,,,,,,,
2020-06-08,US_MN_27049,84.22,,,,,,,,
2020-06-08,US_MN_27053,8.44,,,,,,,,
2020-06-08,US_MN_27057,135.28,,,,,,,,
2020-06-08,US_MN_27059,72.32,,,,,,,,
2020-06-08,US_MN_27061,115.03,,,,,,,,
2020-06-08,US_MN_27067,71.84,,,,,,,,
2020-06-08,US_MN_27079,97.95,,,,,,,,
2020-06-08,US_MN_27083,55.87,,,,,,,,
2020-06-08,US_MN_27085,65.1,,,,,,,,
2020-06-08,US_MN_27091,53.99,,,,,,,,
2020-06-08,US_MN_27093,118.63,,,,,,,,
2020-06-08,US_MN_27095,97.29,,,,,,,,
2020-06-08,US_MN_27097,95.53,,,,,,,,
2020-06-08,US_MN_27099,90.91,,,,,,,,
2020-06-08,US_MN_27103,42.87,,,,,,,,
2020-06-08,US_MN_27105,68.45,,,,,,,,
2020-06-08,US_MN_27109,61.66,,,,,,,,
2020-06-08,US_MN_27111,100.38,,,,,,,,
2020-06-08,US_MN_27115,65.4,,,,,,,,
2020-06-08,US_MN_27119,57.27,,,,,,,,
2020-06-08,US_MN_27123,9.27,,,,,,,,
2020-06-08,US_MN_27127,34.69,,,,,,,,
2020-06-08,US_MN_27131,35.7,,,,,,,,
2020-06-08,US_MN_27137,62.41,,,,,,,,
2020-06-08,US_MN_27139,49.8,,,,,,,,
2020-06-08,US_MN_27141,71.75,,,,,,,,
2020-06-08,US_MN_27145,56.25,,,,,,,,
2020-06-08,US_MN_27147,68.93,,,,,,,,
2020-06-08,US_MN_27153,93.54,,,,,,,,
2020-06-08,US_MN_27157,95.81,,,,,,,,
2020-06-08,US_MN_27161,60.47,,,,,,,,
2020-06-08,US_MN_27163,44.21,,,,,,,,
2020-06-08,US_MN_27169,43.87,,,,,,,,
2020-06-08,US_MN_27171,58.5,,,,,,,,
2020-06-08,US_MO,30.88,,,,,,,,
2020-06-08,US_MO_29001,29.97,,,,,,,,
2020-06-08,US_MO_29003,48.13,,,,,,,,
2020-06-08,US_MO_29007,40.27,,,,,,,,
2020-06-08,US_MO_29009,50.17,,,,,,,,
2020-06-08,US_MO_29013,44.95,,,,,,,,
2020-06-08,US_MO_29019,50.63,,,,,,,,
2020-06-08,US_MO_29021,57.99,,,,,,,,
2020-06-08,US_MO_29023,22.44,,,,,,,,
2020-06-08,US_MO_29027,53.96,,,,,,,,
2020-06-08,US_MO_29029,275.35,,,,,,,,
2020-06-08,US_MO_29031,53.85,,,,,,,,
2020-06-08,US_MO_29037,51.08,,,,,,,,
2020-06-08,US_MO_29043,62.45,,,,,,,,
2020-06-08,US_MO_29047,31.12,,,,,,,,
2020-06-08,US_MO_29049,39.05,,,,,,,,
2020-06-08,US_MO_29051,54.33,,,,,,,,
2020-06-08,US_MO_29053,48.58,,,,,,,,
