key,date,current_hospitalized,current_intensive_care,total_recovered,total_deceased,current_hospitalized_female,current_hospitalized_male,current_intensive_care_female,current_intensive_care_male,total_recovered_female,total_recovered_male,total_deceased_female,total_deceased_male,new_recovered,new_deceased,new_recovered_female,new_recovered_male,new_deceased_female,new_deceased_male
FR_ARA_01,2020-05-14,137,8,316,88,67,70,2,6,157,159,35,53,3,0,2,1,0,0
FR_ARA_01,2020-05-15,135,7,321,89,67,68,1,6,160,161,36,53,5,1,3,2,1,0
FR_ARA_01,2020-05-16,134,6,323,90,66,68,1,5,162,161,36,54,2,1,2,0,0,1
FR_ARA_01,2020-05-17,133,6,324,90,65,68,1,5,163,161,36,54,1,0,1,0,0,0
FR_ARA_01,2020-05-18,132,6,329,90,65,67,1,5,165,164,36,54,5,0,2,3,0,0
FR_ARA_01,2020-05-19,124,5,340,92,59,65,1,4,170,170,38,54,11,2,5,6,2,0
FR_ARA_01,2020-05-20,119,5,346,92,59,60,1,4,172,174,38,54,6,0,2,4,0,0
FR_ARA_01,2020-05-21,115,3,349,93,57,58,1,2,173,176,39,54,3,1,1,2,1,0
FR_ARA_01,2020-05-22,113,2,350,94,57,56,1,1,173,177,39,55,1,1,0,1,0,1
FR_ARA_01,2020-05-23,112,2,355,95,58,54,1,1,174,181,40,55,5,1,1,4,1,0
FR_ARA_01,2020-05-24,111,2,355,95,58,53,1,1,174,181,40,55,0,0,0,0,0,0
FR_ARA_01,2020-05-25,111,2,355,95,59,52,1,1,174,181,40,55,0,0,0,0,0,0
FR_ARA_01,2020-05-26,105,2,364,95,57,48,1,1,177,187,40,55,9,0,3,6,0,0
FR_ARA_01,2020-05-27,104,2,364,95,56,48,1,1,177,187,40,55,0,0,0,0,0,0
FR_ARA_01,2020-05-28,98,3,370,95,52,46,1,2,181,189,40,55,6,0,4,2,0,0
FR_ARA_01,2020-05-29,98,3,370,95,52,46,1,2,181,189,40,55,0,0,0,0,0,0
FR_ARA_01,2020-05-30,91,2,379,95,47,44,1,1,188,191,40,55,9,0,7,2,0,0
FR_ARA_01,2020-05-31,91,2,379,95,47,44,1,1,188,191,40,55,0,0,0,0,0,0
FR_ARA_01,2020-06-01,91,2,379,95,47,44,1,1,188,191,40,55,0,0,0,0,0,0
FR_ARA_01,2020-06-02,90,1,381,95,47,43,1,0,189,192,40,55,2,0,1,1,0,0
FR_ARA_01,2020-06-03,82,1,388,96,44,38,1,0,191,197,40,56,7,1,2,5,0,1
FR_ARA_01,2020-06-04,84,0,389,97,45,39,0,0,191,198,41,56,1,1,0,1,1,0
FR_ARA_01,2020-06-05,81,0,390,97,44,37,0,0,191,199,41,56,1,0,0,1,0,0
FR_ARA_01,2020-06-06,74,0,396,98,39,35,0,0,195,201,42,56,6,1,4,2,1,0
FR_ARA_01,2020-06-07,74,0,396,98,39,35,0,0,195,201,42,56,0,0,0,0,0,0
FR_ARA_01,2020-06-08,73,0,397,100,39,34,0,0,195,202,42,58,1,2,0,1,0,2
FR_ARA_01,2020-06-09,71,0,399,100,39,32,0,0,195,204,42,58,2,0,0,2,0,0
FR_ARA_01,2020-06-10,72,0,400,100,39,33,0,0,195,205,42,58,1,0,0,1,0,0
FR_ARA_01,2020-06-11,67,0,405,100,37,30,0,0,197,208,42,58,5,0,2,3,0,0
FR_ARA_01,2020-06-12,64,0,407,101,36,28,0,0,198,209,42,59,2,1,1,1,0,1
FR_ARA_01,2020-06-13,64,0,407,101,36,28,0,0,198,209,42,59,0,0,0,0,0,0
FR_ARA_01,2020-06-14,64,0,407,101,36,28,0,0,198,209,42,59,0,0,0,0,0,0
FR_ARA_01,2020-06-15,64,0,408,101,35,29,0,0,199,209,42,59,1,0,1,0,0,0
FR_ARA_01,2020-06-16,65,0,408,101,35,30,0,0,199,209,42,59,0,0,0,0,0,0
FR_ARA_01,2020-06-17,63,0,410,102,33,30,0,0,201,209,42,60,2,1,2,0,0,1
FR_ARA_01,2020-06-18,63,0,410,102,33,30,0,0,201,209,42,60,0,0,0,0,0,0
FR_ARA_01,2020-06-19,63,0,409,102,33,30,0,0,200,209,42,60,-1,0,-1,0,0,0
FR_ARA_01,2020-06-20,61,0,411,102,32,29,0,0,201,210,42,60,2,0,1,1,0,0
FR_ARA_01,2020-06-21,61,0,411,102,32,29,0,0,201,210,42,60,0,0,0,0,0,0
FR_ARA_03,2020-03-18,4,0,1,0,3,1,0,0,1,0,0,0,,,,,,
FR_ARA_03,2020-03-19,0,0,7,0,0,0,0,0,5,2,0,0,6,0,4,2,0,0
FR_ARA_03,2020-03-20,1,0,10,0,0,1,0,0,6,4,0,0,3,0,1,2,0,0
FR_ARA_03,2020-03-21,5,0,10,0,2,3,0,0,6,4,0,0,0,0,0,0,0,0
FR_ARA_03,2020-03-22,5,0,10,0,2,3,0,0,6,4,0,0,0,0,0,0,0,0
FR_ARA_03,2020-03-23,9,0,16,1,7,2,0,0,10,6,1,0,6,1,4,2,1,0
FR_ARA_03,2020-03-24,9,0,16,1,6,3,0,0,10,6,1,0,0,0,0,0,0,0
FR_ARA_03,2020-03-25,12,0,20,1,9,3,0,0,12,8,1,0,4,0,2,2,0,0
FR_ARA_03,2020-03-26,14,0,26,2,10,4,0,0,15,11,2,0,6,1,3,3,1,0
FR_ARA_03,2020-03-27,17,1,27,4,12,5,1,0,16,11,2,2,1,2,1,0,0,2
FR_ARA_03,2020-03-28,21,1,31,4,13,8,1,0,17,14,2,2,4,0,1,3,0,0
FR_ARA_03,2020-03-29,22,4,32,4,14,8,3,1,17,15,2,2,1,0,0,1,0,0
FR_ARA_03,2020-03-30,29,7,38,4,18,11,4,3,23,15,2,2,6,0,6,0,0,0
FR_ARA_03,2020-03-31,34,12,41,5,19,15,5,7,25,16,3,2,3,1,2,1,1,0
FR_ARA_03,2020-04-01,36,12,48,5,20,16,5,7,29,19,3,2,7,0,4,3,0,0
FR_ARA_03,2020-04-02,34,13,54,6,17,17,6,7,32,22,4,2,6,1,3,3,1,0
FR_ARA_03,2020-04-03,38,12,54,7,21,17,6,6,32,22,4,3,0,1,0,0,0,1
FR_ARA_03,2020-04-04,42,12,56,7,23,19,6,6,33,23,4,3,2,0,1,1,0,0
FR_ARA_03,2020-04-05,43,16,59,8,21,22,6,10,35,24,5,3,3,1,2,1,1,0
FR_ARA_03,2020-04-06,48,18,61,8,24,24,8,10,36,25,5,3,2,0,1,1,0,0
FR_ARA_03,2020-04-07,50,19,65,8,27,23,8,11,37,28,5,3,4,0,1,3,0,0
FR_ARA_03,2020-04-08,51,21,67,10,25,26,9,12,39,28,5,5,2,2,2,0,0,2
FR_ARA_03,2020-04-09,55,22,66,10,28,27,9,13,38,28,5,5,-1,0,-1,0,0,0
FR_ARA_03,2020-04-10,54,22,72,10,28,26,9,13,40,32,5,5,6,0,2,4,0,0
FR_ARA_03,2020-04-11,59,22,73,12,31,28,8,14,41,32,5,7,1,2,1,0,0,2
FR_ARA_03,2020-04-12,57,20,78,13,30,27,7,13,44,34,5,8,5,1,3,2,0,1
FR_ARA_03,2020-04-13,57,20,81,13,31,26,7,13,45,36,5,8,3,0,1,2,0,0
FR_ARA_03,2020-04-14,61,21,80,16,33,28,7,14,45,35,7,9,-1,3,0,-1,2,1
FR_ARA_03,2020-04-15,58,20,84,17,30,28,6,14,48,36,8,9,4,1,3,1,1,0
FR_ARA_03,2020-04-16,59,20,85,19,32,27,6,14,48,37,8,11,1,2,0,1,0,2
FR_ARA_03,2020-04-17,60,19,86,19,32,28,6,13,48,38,8,11,1,0,0,1,0,0
FR_ARA_03,2020-04-18,56,17,89,22,29,27,5,12,49,40,11,11,3,3,1,2,3,0
FR_ARA_03,2020-04-19,56,18,89,22,29,27,5,13,49,40,11,11,0,0,0,0,0,0
FR_ARA_03,2020-04-20,61,18,89,22,32,29,5,13,49,40,11,11,0,0,0,0,0,0
FR_ARA_03,2020-04-21,55,18,98,22,27,28,5,13,54,44,11,11,9,0,5,4,0,0
FR_ARA_03,2020-04-22,54,18,102,22,27,27,5,13,57,45,11,11,4,0,3,1,0,0
FR_ARA_03,2020-04-23,53,16,106,22,25,28,4,12,61,45,11,11,4,0,4,0,0,0
FR_ARA_03,2020-04-24,52,14,108,23,25,27,4,10,62,46,12,11,2,1,1,1,1,0
FR_ARA_03,2020-04-25,53,14,111,23,27,26,4,10,64,47,12,11,3,0,2,1,0,0
FR_ARA_03,2020-04-26,55,14,112,23,27,28,4,10,65,47,12,11,1,0,1,0,0,0
FR_ARA_03,2020-04-27,54,14,113,23,27,27,4,10,65,48,12,11,1,0,0,1,0,0
FR_ARA_03,2020-04-28,51,12,116,23,25,26,3,9,67,49,12,11,3,0,2,1,0,0
FR_ARA_03,2020-04-29,45,14,123,26,22,23,4,10,71,52,14,12,7,3,4,3,2,1
FR_ARA_03,2020-04-30,44,14,124,26,22,22,4,10,71,53,14,12,1,0,0,1,0,0
FR_ARA_03,2020-05-01,43,14,125,27,19,24,4,10,72,53,15,12,1,1,1,0,1,0
FR_ARA_03,2020-05-02,44,14,126,27,19,25,4,10,73,53,15,12,1,0,1,0,0,0
FR_ARA_03,2020-05-03,44,14,126,27,19,25,4,10,73,53,15,12,0,0,0,0,0,0
FR_ARA_03,2020-05-04,46,14,125,27,19,27,4,10,73,52,15,12,-1,0,0,-1,0,0
FR_ARA_03,2020-05-05,40,11,131,29,16,24,3,8,78,53,15,14,6,2,5,1,0,2
FR_ARA_03,2020-05-06,36,11,133,29,14,22,3,8,78,55,15,14,2,0,0,2,0,0
FR_ARA_03,2020-05-07,36,11,135,29,15,21,3,8,79,56,15,14,2,0,1,1,0,0
FR_ARA_03,2020-05-08,34,9,137,30,14,20,3,6,80,57,15,15,2,1,1,1,0,1
FR_ARA_03,2020-05-09,35,10,136,30,14,21,3,7,80,56,15,15,-1,0,0,-1,0,0
FR_ARA_03,2020-05-10,36,10,136,30,15,21,3,7,80,56,15,15,0,0,0,0,0,0
FR_ARA_03,2020-05-11,35,10,136,30,15,20,3,7,80,56,15,15,0,0,0,0,0,0
FR_ARA_03,2020-05-12,25,7,146,31,10,15,3,4,87,59,15,16,10,1,7,3,0,1
FR_ARA_03,2020-05-13,22,5,148,32,9,13,2,3,87,61,16,16,2,1,0,2,1,0
FR_ARA_03,2020-05-14,21,3,149,32,8,13,1,2,88,61,16,16,1,0,1,0,0,0
FR_ARA_03,2020-05-15,20,3,150,32,8,12,1,2,88,62,16,16,1,0,0,1,0,0
FR_ARA_03,2020-05-16,18,2,152,32,7,11,0,2,89,63,16,16,2,0,1,1,0,0
FR_ARA_03,2020-05-17,18,2,152,32,7,11,0,2,89,63,16,16,0,0,0,0,0,0
FR_ARA_03,2020-05-18,18,2,152,32,7,11,0,2,89,63,16,16,0,0,0,0,0,0
FR_ARA_03,2020-05-19,17,0,157,34,7,10,0,0,93,64,16,18,5,2,4,1,0,2
FR_ARA_03,2020-05-20,17,0,158,37,7,10,0,0,93,65,18,19,1,3,0,1,2,1
FR_ARA_03,2020-05-21,17,0,158,37,7,10,0,0,93,65,18,19,0,0,0,0,0,0
FR_ARA_03,2020-05-22,16,0,159,37,6,10,0,0,94,65,18,19,1,0,1,0,0,0
FR_ARA_03,2020-05-23,18,0,162,37,7,11,0,0,95,67,18,19,3,0,1,2,0,0
FR_ARA_03,2020-05-24,22,1,163,37,9,13,0,1,95,68,18,19,1,0,0,1,0,0
FR_ARA_03,2020-05-25,19,0,164,37,6,13,0,0,96,68,18,19,1,0,1,0,0,0
FR_ARA_03,2020-05-26,20,0,164,37,7,13,0,0,96,68,18,19,0,0,0,0,0,0
FR_ARA_03,2020-05-27,16,0,171,37,5,11,0,0,100,71,18,19,7,0,4,3,0,0
FR_ARA_03,2020-05-28,15,0,171,38,5,10,0,0,100,71,18,20,0,1,0,0,0,1
FR_ARA_03,2020-05-29,13,0,173,38,3,10,0,0,102,71,18,20,2,0,2,0,0,0
FR_ARA_03,2020-05-30,11,0,175,38,2,9,0,0,103,72,18,20,2,0,1,1,0,0
FR_ARA_03,2020-05-31,10,0,178,38,1,9,0,0,105,73,18,20,3,0,2,1,0,0
FR_ARA_03,2020-06-01,11,0,178,38,1,10,0,0,105,73,18,20,0,0,0,0,0,0
FR_ARA_03,2020-06-02,14,0,178,39,6,8,0,0,104,74,18,21,0,1,-1,1,0,1
FR_ARA_03,2020-06-03,13,0,178,39,6,7,0,0,104,74,18,21,0,0,0,0,0,0
FR_ARA_03,2020-06-04,13,0,178,39,6,7,0,0,104,74,18,21,0,0,0,0,0,0
FR_ARA_03,2020-06-05,15,0,180,39,8,7,0,0,106,74,18,21,2,0,2,0,0,0
FR_ARA_03,2020-06-06,14,0,180,39,7,7,0,0,106,74,18,21,0,0,0,0,0,0
FR_ARA_03,2020-06-07,14,0,180,39,7,7,0,0,106,74,18,21,0,0,0,0,0,0
FR_ARA_03,2020-06-08,17,1,181,39,7,10,0,1,107,74,18,21,1,0,1,0,0,0
FR_ARA_03,2020-06-09,14,1,183,39,4,10,0,1,109,74,18,21,2,0,2,0,0,0
FR_ARA_03,2020-06-10,12,1,186,39,3,9,0,1,110,76,18,21,3,0,1,2,0,0
FR_ARA_03,2020-06-11,12,0,189,39,4,8,0,0,112,77,18,21,3,0,2,1,0,0
FR_ARA_03,2020-06-12,13,0,190,39,5,8,0,0,112,78,18,21,1,0,0,1,0,0
FR_ARA_03,2020-06-13,13,0,190,39,5,8,0,0,112,78,18,21,0,0,0,0,0,0
FR_ARA_03,2020-06-14,13,0,190,39,5,8,0,0,112,78,18,21,0,0,0,0,0,0
FR_ARA_03,2020-06-15,13,0,190,39,5,8,0,0,112,78,18,21,0,0,0,0,0,0
FR_ARA_03,2020-06-16,14,0,190,39,5,9,0,0,112,78,18,21,0,0,0,0,0,0
FR_ARA_03,2020-06-17,15,1,190,39,5,10,0,1,112,78,18,21,0,0,0,0,0,0
FR_ARA_03,2020-06-18,15,1,190,39,5,10,0,1,112,78,18,21,0,0,0,0,0,0
FR_ARA_03,2020-06-19,10,1,194,39,4,6,0,1,113,81,18,21,4,0,1,3,0,0
FR_ARA_03,2020-06-20,10,1,194,39,4,6,0,1,113,81,18,21,0,0,0,0,0,0
FR_ARA_03,2020-06-21,10,1,194,39,4,6,0,1,113,81,18,21,0,0,0,0,0,0
FR_ARA_07,2020-03-18,10,1,0,0,3,7,0,1,0,0,0,0,,,,,,
FR_ARA_07,2020-03-19,9,1,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0
FR_ARA_07,2020-03-20,13,2,3,1,5,8,0,2,3,0,0,1,3,1,3,0,0,1
FR_ARA_07,2020-03-21,12,2,3,1,3,9,0,2,3,0,0,1,0,0,0,0,0,0
FR_ARA_07,2020-03-22,17,2,3,1,6,11,0,2,3,0,0,1,0,0,0,0,0,0
FR_ARA_07,2020-03-23,23,2,3,2,11,12,0,2,3,0,0,2,0,1,0,0,0,1
FR_ARA_07,2020-03-24,30,3,0,3,13,17,1,2,0,0,0,3,-3,1,-3,0,0,1
FR_ARA_07,2020-03-25,35,4,33,4,14,21,1,3,21,12,1,3,33,1,21,12,1,0
FR_ARA_07,2020-03-26,39,4,38,5,16,23,1,3,24,14,1,4,5,1,3,2,0,1
FR_ARA_07,2020-03-27,40,5,44,8,18,22,1,4,26,18,2,6,6,3,2,4,1,2
FR_ARA_07,2020-03-28,44,5,62,8,18,26,1,4,36,26,2,6,18,0,10,8,0,0
FR_ARA_07,2020-03-29,45,4,62,9,18,27,1,3,36,26,2,7,0,1,0,0,0,1
FR_ARA_07,2020-03-30,50,4,74,10,18,32,1,3,44,30,3,7,12,1,8,4,1,0
FR_ARA_07,2020-03-31,64,7,93,11,22,42,2,5,53,40,3,8,19,1,9,10,0,1
FR_ARA_07,2020-04-01,64,7,101,15,21,43,1,6,58,43,5,10,8,4,5,3,2,2
FR_ARA_07,2020-04-02,65,9,109,20,22,43,0,9,62,47,6,14,8,5,4,4,1,4
FR_ARA_07,2020-04-03,78,12,113,21,28,50,2,10,66,47,6,15,4,1,4,0,0,1
FR_ARA_07,2020-04-04,70,11,120,23,25,45,2,9,69,51,6,17,7,2,3,4,0,2
FR_ARA_07,2020-04-05,76,11,119,23,27,49,2,9,68,51,6,17,-1,0,-1,0,0,0
FR_ARA_07,2020-04-06,85,13,128,26,32,53,2,11,74,54,8,18,9,3,6,3,2,1
FR_ARA_07,2020-04-07,94,16,135,27,35,59,3,13,78,57,8,19,7,1,4,3,0,1
FR_ARA_07,2020-04-08,96,16,140,30,34,62,2,14,80,60,9,21,5,3,2,3,1,2
FR_ARA_07,2020-04-09,96,19,150,33,36,60,4,15,83,67,9,24,10,3,3,7,0,3
FR_ARA_07,2020-04-10,97,20,157,35,36,61,5,15,88,69,9,26,7,2,5,2,0,2
FR_ARA_07,2020-04-11,94,22,163,35,35,59,6,16,91,72,9,26,6,0,3,3,0,0
FR_ARA_07,2020-04-12,95,21,164,35,35,60,5,16,92,72,9,26,1,0,1,0,0,0
FR_ARA_07,2020-04-13,99,20,165,38,36,63,4,16,92,73,9,29,1,3,0,1,0,3
FR_ARA_07,2020-04-14,100,21,172,40,33,67,2,19,96,76,11,29,7,2,4,3,2,0
FR_ARA_07,2020-04-15,97,21,182,40,34,63,3,18,101,81,11,29,10,0,5,5,0,0
FR_ARA_07,2020-04-16,98,20,185,40,33,65,3,17,103,82,11,29,3,0,2,1,0,0
FR_ARA_07,2020-04-17,100,20,194,43,37,63,2,18,107,87,12,31,9,3,4,5,1,2
FR_ARA_07,2020-04-18,106,21,200,44,37,69,2,19,110,90,13,31,6,1,3,3,1,0
FR_ARA_07,2020-04-19,107,21,200,44,37,70,2,19,110,90,13,31,0,0,0,0,0,0
FR_ARA_07,2020-04-20,99,21,209,46,30,69,0,21,115,94,14,32,9,2,5,4,1,1
FR_ARA_07,2020-04-21,100,24,214,47,32,68,1,23,117,97,14,33,5,1,2,3,0,1
FR_ARA_07,2020-04-22,98,23,219,48,34,64,1,22,118,101,14,34,5,1,1,4,0,1
FR_ARA_07,2020-04-23,94,22,227,50,31,63,1,21,123,104,15,35,8,2,5,3,1,1
FR_ARA_07,2020-04-24,96,23,228,50,31,65,1,22,124,104,15,35,1,0,1,0,0,0
FR_ARA_07,2020-04-25,92,23,235,52,27,65,1,22,127,108,16,36,7,2,3,4,1,1
FR_ARA_07,2020-04-26,98,22,236,53,31,67,1,21,127,109,16,37,1,1,0,1,0,1
FR_ARA_07,2020-04-27,100,21,169,59,34,66,1,20,80,89,17,42,-67,6,-47,-20,1,5
FR_ARA_07,2020-04-28,128,19,139,60,52,76,1,18,63,76,17,43,-30,1,-17,-13,0,1
FR_ARA_07,2020-04-29,143,15,169,67,65,78,0,15,73,96,18,49,30,7,10,20,1,6
FR_ARA_07,2020-04-30,145,14,193,67,72,73,0,14,82,111,17,50,24,0,9,15,-1,1
FR_ARA_07,2020-05-01,146,11,201,68,76,70,0,11,85,116,17,51,8,1,3,5,0,1
FR_ARA_07,2020-05-02,145,11,204,68,76,69,0,11,85,119,17,51,3,0,0,3,0,0
FR_ARA_07,2020-05-03,143,11,204,70,76,67,0,11,85,119,17,53,0,2,0,0,0,2
FR_ARA_07,2020-05-04,140,12,210,72,74,66,0,12,89,121,18,54,6,2,4,2,1,1
FR_ARA_07,2020-05-05,154,11,224,77,81,73,0,11,99,125,18,59,14,5,10,4,0,5
FR_ARA_07,2020-05-06,137,12,254,79,71,66,0,12,115,139,19,60,30,2,16,14,1,1
FR_ARA_07,2020-05-07,136,9,259,82,70,66,0,9,119,140,20,62,5,3,4,1,1,2
FR_ARA_07,2020-05-08,133,9,264,84,72,61,0,9,120,144,21,63,5,2,1,4,1,1
FR_ARA_07,2020-05-09,132,9,265,85,71,61,0,9,121,144,22,63,1,1,1,0,1,0
FR_ARA_07,2020-05-10,132,10,271,86,69,63,1,9,126,145,23,63,6,1,5,1,1,0
FR_ARA_07,2020-05-11,128,7,276,86,67,61,0,7,129,147,23,63,5,0,3,2,0,0
FR_ARA_07,2020-05-12,125,6,284,86,63,62,0,6,135,149,23,63,8,0,6,2,0,0
FR_ARA_07,2020-05-13,119,6,295,91,59,60,0,6,142,153,26,65,11,5,7,4,3,2
FR_ARA_07,2020-05-14,119,6,300,92,61,58,0,6,145,155,26,66,5,1,3,2,0,1
FR_ARA_07,2020-05-15,111,6,304,95,60,51,1,5,146,158,27,68,4,3,1,3,1,2
FR_ARA_07,2020-05-16,96,6,319,96,52,44,1,5,154,165,28,68,15,1,8,7,1,0
FR_ARA_07,2020-05-17,96,6,319,96,52,44,1,5,154,165,28,68,0,0,0,0,0,0
FR_ARA_07,2020-05-18,99,5,321,97,56,43,1,4,155,166,28,69,2,1,1,1,0,1
FR_ARA_07,2020-05-19,96,5,327,98,52,44,1,4,162,165,28,70,6,1,7,-1,0,1
FR_ARA_07,2020-05-20,87,5,340,100,51,36,1,4,166,174,28,72,13,2,4,9,0,2
FR_ARA_07,2020-05-21,75,5,350,100,42,33,1,4,173,177,28,72,10,0,7,3,0,0
FR_ARA_07,2020-05-22,77,6,351,100,44,33,2,4,173,178,28,72,1,0,0,1,0,0
FR_ARA_07,2020-05-23,76,6,352,100,44,32,2,4,173,179,28,72,1,0,0,1,0,0
FR_ARA_07,2020-05-24,78,6,352,100,44,34,2,4,173,179,28,72,0,0,0,0,0,0
FR_ARA_07,2020-05-25,77,7,354,101,44,33,2,5,174,180,28,73,2,1,1,1,0,1
FR_ARA_07,2020-05-26,75,6,359,101,42,33,1,5,179,180,28,73,5,0,5,0,0,0
FR_ARA_07,2020-05-27,69,6,367,103,38,31,1,5,185,182,29,74,8,2,6,2,1,1
FR_ARA_07,2020-05-28,53,6,382,104,27,26,1,5,196,186,29,75,15,1,11,4,0,1
FR_ARA_07,2020-05-29,42,6,393,104,22,20,1,5,201,192,29,75,11,0,5,6,0,0
FR_ARA_07,2020-05-30,39,6,397,104,19,20,1,5,204,193,29,75,4,0,3,1,0,0
FR_ARA_07,2020-05-31,40,6,397,104,20,20,1,5,204,193,29,75,0,0,0,0,0,0
FR_ARA_07,2020-06-01,42,6,397,104,21,21,1,5,204,193,29,75,0,0,0,0,0,0
FR_ARA_07,2020-06-02,43,7,398,105,19,24,1,6,205,193,30,75,1,1,1,0,1,0
FR_ARA_07,2020-06-03,35,6,406,105,15,20,1,5,209,197,30,75,8,0,4,4,0,0
FR_ARA_07,2020-06-04,30,6,409,106,12,18,1,5,211,198,30,76,3,1,2,1,0,1
FR_ARA_07,2020-06-05,30,6,409,106,12,18,1,5,211,198,30,76,0,0,0,0,0,0
FR_ARA_07,2020-06-06,29,6,410,106,12,17,1,5,211,199,30,76,1,0,0,1,0,0
FR_ARA_07,2020-06-07,29,6,410,106,12,17,1,5,211,199,30,76,0,0,0,0,0,0
FR_ARA_07,2020-06-08,27,5,412,107,12,15,0,5,211,201,31,76,2,1,0,2,1,0
FR_ARA_07,2020-06-09,24,5,415,107,10,14,0,5,213,202,31,76,3,0,2,1,0,0
FR_ARA_07,2020-06-10,24,5,416,107,10,14,0,5,213,203,31,76,1,0,0,1,0,0
FR_ARA_07,2020-06-11,22,4,419,107,9,13,0,4,215,204,31,76,3,0,2,1,0,0
FR_ARA_07,2020-06-12,20,4,422,107,8,12,0,4,217,205,31,76,3,0,2,1,0,0
FR_ARA_07,2020-06-13,20,4,422,107,8,12,0,4,217,205,31,76,0,0,0,0,0,0
FR_ARA_07,2020-06-14,20,4,422,107,8,12,0,4,217,205,31,76,0,0,0,0,0,0
FR_ARA_07,2020-06-15,18,4,424,107,6,12,0,4,219,205,31,76,2,0,2,0,0,0
FR_ARA_07,2020-06-16,18,4,423,107,6,12,0,4,219,204,31,76,-1,0,0,-1,0,0
FR_ARA_07,2020-06-17,13,3,426,107,5,8,0,3,220,206,31,76,3,0,1,2,0,0
FR_ARA_07,2020-06-18,11,1,428,107,5,6,0,1,220,208,31,76,2,0,0,2,0,0
FR_ARA_07,2020-06-19,10,1,428,107,5,5,0,1,220,208,31,76,0,0,0,0,0,0
FR_ARA_07,2020-06-20,3,1,435,107,1,2,0,1,224,211,31,76,7,0,4,3,0,0
FR_ARA_07,2020-06-21,2,1,436,107,1,1,0,1,224,212,31,76,1,0,0,1,0,0
FR_ARA_15,2020-03-18,2,1,0,0,0,2,0,1,0,0,0,0,,,,,,
FR_ARA_15,2020-03-19,3,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
FR_ARA_15,2020-03-20,4,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0
FR_ARA_15,2020-03-21,5,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0
FR_ARA_15,2020-03-22,5,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0
FR_ARA_15,2020-03-23,5,2,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0
FR_ARA_15,2020-03-24,7,3,0,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0
FR_ARA_15,2020-03-25,7,4,1,0,3,4,2,2,0,1,0,0,1,0,0,1,0,0
FR_ARA_15,2020-03-26,6,4,2,0,3,3,2,2,0,2,0,0,1,0,0,1,0,0
FR_ARA_15,2020-03-27,7,4,2,0,3,4,2,2,0,2,0,0,0,0,0,0,0,0
FR_ARA_15,2020-03-28,8,4,2,0,3,5,2,2,0,2,0,0,0,0,0,0,0,0
FR_ARA_15,2020-03-29,8,4,2,0,3,5,2,2,0,2,0,0,0,0,0,0,0,0
FR_ARA_15,2020-03-30,10,4,2,0,3,7,2,2,0,2,0,0,0,0,0,0,0,0
FR_ARA_15,2020-03-31,12,5,2,0,3,9,2,3,0,2,0,0,0,0,0,0,0,0
FR_ARA_15,2020-04-01,12,6,3,0,3,9,2,4,0,3,0,0,1,0,0,1,0,0
FR_ARA_15,2020-04-02,21,7,3,0,7,14,2,5,0,3,0,0,0,0,0,0,0,0
FR_ARA_15,2020-04-03,24,7,3,0,9,15,2,5,0,3,0,0,0,0,0,0,0,0
FR_ARA_15,2020-04-04,25,7,3,0,10,15,2,5,0,3,0,0,0,0,0,0,0,0
FR_ARA_15,2020-04-05,26,7,3,0,11,15,2,5,0,3,0,0,0,0,0,0,0,0
FR_ARA_15,2020-04-06,28,7,3,0,12,16,2,5,0,3,0,0,0,0,0,0,0,0
FR_ARA_15,2020-04-07,26,9,6,0,10,16,3,6,3,3,0,0,3,0,3,0,0,0
FR_ARA_15,2020-04-08,26,9,8,0,10,16,3,6,4,4,0,0,2,0,1,1,0,0
FR_ARA_15,2020-04-09,27,9,9,0,10,17,3,6,4,5,0,0,1,0,0,1,0,0
FR_ARA_15,2020-04-10,27,8,9,0,10,17,3,5,4,5,0,0,0,0,0,0,0,0
FR_ARA_15,2020-04-11,27,7,9,0,10,17,2,5,4,5,0,0,0,0,0,0,0,0
FR_ARA_15,2020-04-12,28,7,9,0,10,18,2,5,4,5,0,0,0,0,0,0,0,0
FR_ARA_15,2020-04-13,29,7,9,0,11,18,2,5,4,5,0,0,0,0,0,0,0,0
FR_ARA_15,2020-04-14,29,9,10,0,10,19,2,7,5,5,0,0,1,0,1,0,0,0
FR_ARA_15,2020-04-15,28,8,12,0,11,17,1,7,5,7,0,0,2,0,0,2,0,0
FR_ARA_15,2020-04-16,28,8,13,0,11,17,1,7,5,8,0,0,1,0,0,1,0,0
FR_ARA_15,2020-04-17,23,7,19,0,9,14,1,6,8,11,0,0,6,0,3,3,0,0
FR_ARA_15,2020-04-18,22,7,20,0,9,13,1,6,8,12,0,0,1,0,0,1,0,0
FR_ARA_15,2020-04-19,27,6,20,0,11,16,1,5,8,12,0,0,0,0,0,0,0,0
FR_ARA_15,2020-04-20,28,7,20,0,12,16,1,6,8,12,0,0,0,0,0,0,0,0
FR_ARA_15,2020-04-21,30,7,20,1,13,17,1,6,8,12,1,0,0,1,0,0,1,0
